User_ID,Group,Sessions,Time_Spent_Minutes,Actions_Per_Session,Purchases,Average_Purchase_Value,Age,Gender
86,Control,6,107.7332509,11.8563905,0,12.02356322,40,Male
87,Control,9,158.1109905,13.67192656,3,7.463806077,25,Female
88,Control,4,120.0711615,9.960735658,1,8.092777495,35,Male
89,Control,9,142.9876289,13.67409203,1,11.44144328,40,Female
90,Control,2,139.4100261,19.13358488,2,10.17444888,45,Female
91,Control,10,117.8504173,19.27660162,2,8.859843523,25,Male
92,Control,6,153.0490569,16.10983987,2,8.400564588,45,Female
93,Control,9,105.9950952,8.273142188,2,5.498654936,30,Male
94,Control,4,118.347146,7.974037549,2,9.929617372,30,Male
95,Control,1,121.9940125,13.75695234,2,5.626866127,50,Male
96,Control,6,94.57198734,11.60711803,3,9.074193832,35,Male
97,Control,8,85.14283409,18.31563555,2,9.495095729,45,Male
98,Control,6,81.29228677,17.36827301,2,14.28858983,40,Female
99,Control,2,88.56203585,16.72379782,1,6.844348581,30,Male
100,Control,3,115.8662336,12.14153239,1,11.43757962,18,Male
101,Control,5,129.1606174,15.7374357,0,10.51944368,30,Male
102,Control,3,82.20249814,16.66992835,1,6.833617042,30,Female
103,Control,3,121.5969197,13.28372247,0,10.18793947,35,Female
104,Control,5,112.2995961,13.80215889,0,6.029542433,40,Male
105,Control,6,147.8156122,16.51677626,2,10.18443677,35,Male
106,Control,5,104.837953,9.525970113,1,9.347629358,40,Female
107,Control,3,167.5381766,12.10818174,1,12.66310552,40,Female
108,Control,5,142.8463626,11.70906665,2,7.857689576,40,Male
109,Control,3,110.0088546,19.92388901,4,3.333401693,35,Male
110,Control,3,103.5467115,12.33863619,3,8.266488826,45,Male
111,Control,6,146.5744054,15.13818295,1,11.86657354,25,Female
112,Control,5,109.9678495,18.22893315,2,10.44194874,45,Female
113,Control,6,121.1419402,11.20674468,1,8.280915976,35,Male
114,Control,2,104.6663981,19.3798192,1,13.63085709,35,Female
115,Control,4,103.3013921,19.80787704,4,9.160753771,25,Male
116,Control,7,83.30372686,4.380476616,0,12.35250999,45,Female
117,Control,6,161.0646819,16.78192019,4,10.07202895,35,Male
118,Control,5,108.1453429,20.17230401,3,12.01790021,25,Male
119,Control,4,124.0373626,13.07794322,0,12.30729106,18,Female
120,Control,3,134.7328227,17.70052358,2,14.02036543,30,Male
121,Control,3,160.7051313,8.37760062,2,7.657595877,25,Male
122,Control,7,103.2321203,7.076548355,0,11.71258977,25,Female
123,Control,7,50.906397,12.87960999,2,6.306328333,18,Female
124,Control,6,122.7265795,10.12147968,1,11.67865505,25,Male
125,Control,6,134.9748062,16.78172704,1,4.939588177,50,Male
126,Control,7,103.7720936,16.62007164,2,15.78042181,35,Female
127,Control,8,136.4476758,23.81163352,1,10.99978545,35,Female
128,Control,6,120.0150996,18.98814528,5,10.6767974,35,Female
129,Control,3,109.4596124,12.01119143,3,5.065528124,40,Male
130,Control,7,159.7860691,15.22673902,4,13.03568604,40,Male
131,Control,5,110.3807315,16.0872376,2,13.73788421,25,Male
132,Control,5,169.70769,17.6394533,1,9.314277626,35,Female
133,Control,7,120.9907779,4.536779112,0,8.692513021,40,Male
134,Control,4,95.04595175,12.73489987,2,8.872202238,30,Male
135,Control,9,62.82678287,20.211172,5,15.18153006,35,Male
136,Control,4,155.7245038,16.97329265,2,9.706148656,18,Female
137,Control,5,148.6382507,15.19755501,4,10.49582136,18,Female
138,Control,2,143.8673009,12.40455398,3,12.8505564,40,Female
139,Control,6,158.5355904,14.34230741,3,2.683919182,40,Male
140,Control,3,173.9099992,15.2083225,4,9.75454501,35,Male
141,Control,6,55.81696496,10.44678205,2,9.153966444,45,Female
142,Control,2,66.90442296,16.33733396,1,10.45512449,40,Male
143,Control,3,111.5657884,15.35083044,3,12.42099269,30,Male
144,Control,5,149.3570923,12.91050293,1,12.92302133,30,Male
145,Control,3,128.6607971,12.89711295,1,9.293381557,30,Male
146,Control,4,128.7263775,8.771240903,4,9.565005557,18,Female
147,Control,5,106.6375101,20.54353846,1,10.07343394,18,Male
148,Control,6,94.61361111,17.48073662,2,12.27284435,45,Female
149,Control,3,117.0810622,16.43797979,3,13.44384959,50,Female
150,Control,3,112.3653555,17.68969447,5,5.784611031,40,Male
151,Control,4,106.5186009,1.183704625,3,11.12600269,18,Male
152,Control,5,138.8715218,23.48038684,3,9.400525704,35,Male
153,Control,4,119.7018368,1.768790908,4,16.14663741,35,Female
154,Control,2,133.2688471,19.44941699,5,6.693781646,25,Female
155,Control,6,116.6488608,15.46791195,3,6.520308248,30,Male
156,Control,6,140.5904379,9.675426927,1,8.219094688,18,Male
157,Control,8,86.86925654,15.52186831,1,11.77969358,30,Male
158,Control,1,77.57191672,17.43076391,1,11.81159468,25,Female
159,Control,6,109.8952639,12.47918993,2,8.357161495,25,Female
160,Control,2,142.9356913,21.00480831,1,13.04994051,50,Female
161,Control,5,109.1336929,7.451350445,2,8.694718136,40,Female
162,Control,2,181.018956,9.684241442,0,12.55510226,45,Male
163,Control,6,89.43028259,8.672027132,2,5.820904972,25,Male
164,Control,4,114.1898322,7.841406823,0,7.106634918,25,Male
165,Control,3,64.90515019,15.83113635,1,8.755258676,50,Female
166,Control,5,164.3361427,23.02135509,1,9.817745494,25,Female
167,Control,6,116.3865371,19.25172271,2,7.484033597,45,Male
168,Control,3,49.37597435,13.47098057,0,7.436455248,40,Other
169,Control,4,110.5292322,21.94533046,3,11.35369113,18,Female
170,Control,8,42.80824002,20.15233732,2,12.45416429,25,Female
171,Control,4,156.580278,11.64433355,4,7.669271689,35,Female
172,Control,10,92.67142778,13.52924169,2,5.97430286,50,Female
173,Control,4,121.2164538,16.44773023,2,10.29110048,35,Male
174,Control,5,97.78428191,11.09069173,2,11.39279902,40,Female
175,Control,10,114.0010532,10.04480517,1,6.850894647,40,Female
176,Control,3,144.1009723,18.68967775,3,15.02307905,25,Male
177,Control,4,107.8399594,19.85003146,3,7.366452342,45,Male
178,Control,7,136.7175663,9.900169397,3,9.205879599,40,Male
179,Control,5,35.60485059,16.81977331,0,9.253380622,30,Female
180,Control,10,81.80848479,16.7376921,2,7.560420969,30,Female
181,Control,4,121.5671275,9.482674,1,15.44437603,30,Female
182,Control,2,98.4422344,16.61673885,2,7.198706967,40,Female
183,Control,3,155.2154334,17.5877512,2,15.20987136,50,Male
184,Control,5,145.1083498,17.82480186,4,9.097712745,45,Female
185,Control,8,160.9012924,13.52848842,1,9.10296118,30,Female
186,Control,4,122.9560969,16.44151435,2,8.053815553,30,Female
187,Control,3,97.69621906,15.85314502,0,12.04479674,25,Male
188,Control,8,138.3733839,15.34174028,7,15.9495786,40,Female
189,Control,6,88.35912269,19.33892472,2,8.30697589,30,Male
190,Control,8,111.2891689,10.11631961,5,9.094252178,25,Female
191,Control,3,132.2434404,10.66226339,3,14.38794113,18,Male
192,Control,3,98.84216461,9.578884314,1,6.646986326,35,Male
193,Control,5,191.6629402,19.84578999,2,7.655891338,45,Male
194,Control,11,141.6225371,14.81925034,4,14.10846801,30,Male
195,Control,7,92.421616,11.79077751,2,11.26517913,25,Other
196,Control,4,148.7444858,21.22699503,1,7.405105589,35,Female
197,Control,3,168.9885265,13.71695306,3,11.86538444,40,Female
198,Control,8,74.7566241,4.005117732,3,5.377488413,18,Male
199,Control,8,158.3930875,11.65656869,1,13.2555068,45,Other
200,Control,3,82.13959494,15.36340272,4,4.097707924,50,Female
201,Control,3,119.7389858,16.73778892,4,6.934408493,30,Female
202,Control,6,125.2500945,11.49646378,5,11.12405153,45,Male
203,Control,2,100.2326337,12.75304633,4,6.213489488,30,Male
204,Control,7,100.1360892,12.41063182,2,10.03175714,25,Female
205,Control,5,94.32061352,18.0296476,4,11.6988726,35,Male
206,Control,5,103.7917079,21.5427261,4,7.78387885,25,Male
207,Control,6,90.17620984,11.18357127,1,9.64296684,25,Female
208,Control,1,153.391562,21.89314604,3,12.51501672,40,Male
209,Control,10,75.88563165,15.74520135,3,11.34532508,25,Male
210,Control,2,173.9359858,14.05567204,1,14.55418888,25,Male
211,Control,5,115.9945697,13.36152706,2,7.481332176,30,Female
212,Control,4,57.15569921,9.977901996,3,7.011833475,50,Female
213,Control,5,143.1842431,10.54827648,2,13.94840966,35,Male
214,Control,4,108.3500499,9.798757621,1,11.13962433,18,Male
215,Control,5,84.21536038,9.302578175,1,9.243673766,25,Female
216,Control,6,109.7611902,16.72895602,3,8.24763948,18,Female
217,Control,1,96.77383061,25.25358018,1,12.442315,40,Female
218,Control,3,158.6230673,10.99832111,1,8.840975936,25,Male
219,Control,2,96.58012947,13.3635797,4,12.33738819,25,Male
220,Control,5,80.26769996,19.68809053,2,13.80005285,25,Male
221,Control,4,98.73416129,9.727138772,3,10.31165847,40,Female
222,Control,7,90.22469037,7.765849405,1,5.927441831,35,Female
223,Control,7,152.3168324,5.080431107,3,11.70550427,25,Male
224,Control,2,126.0353644,15.04230266,0,13.32193977,40,Female
225,Control,6,76.0026871,11.58552423,3,13.59996283,35,Female
226,Control,7,88.3184212,8.166828336,2,10.49443846,25,Male
227,Control,2,106.6419005,11.38328636,1,4.852134301,18,Male
228,Control,7,64.72236297,19.06508496,1,8.637281964,18,Male
229,Control,5,86.76765463,12.5873773,1,8.509909357,30,Female
230,Control,7,129.7262269,18.86917908,2,12.56067792,18,Male
231,Control,6,174.4373032,16.86393994,2,11.2370495,25,Female
232,Control,5,64.86878199,15.40793805,3,12.69747982,18,Female
233,Control,6,201.79877,14.56798138,2,7.958575016,18,Female
234,Control,5,131.2469855,17.98595507,3,10.63845178,30,Female
235,Control,4,85.96699516,16.0744396,2,3.11772877,35,Female
236,Control,7,165.8179832,15.57559884,2,8.772325051,30,Female
237,Control,1,132.551845,4.900911198,2,5.549248188,25,Male
238,Control,8,145.3779199,13.04404329,2,15.21690807,18,Male
239,Control,4,144.7605704,6.85398619,4,11.40173196,25,Male
240,Control,5,152.2599138,9.194936395,1,11.27837946,40,Male
241,Control,3,82.471932,19.63146446,2,6.325054311,40,Male
242,Control,7,144.2115685,13.80723952,2,9.612899012,45,Male
243,Control,2,121.6022482,22.84840024,1,11.98098611,50,Female
244,Control,5,137.4268204,18.20132606,0,7.385553848,40,Female
245,Control,10,99.73831239,11.14779932,1,8.629186181,18,Male
246,Control,7,100.5935197,12.52282679,7,13.31876017,25,Female
247,Control,7,102.6191667,17.79851423,1,6.783540487,40,Male
248,Control,10,141.9366411,17.29604287,0,8.704723801,45,Female
249,Control,1,117.4748935,19.38732743,3,7.54667433,35,Male
250,Control,5,103.8247807,3.655107837,3,11.01698451,30,Male
251,Control,3,109.8836749,6.711392734,0,12.32560165,25,Other
252,Control,8,157.5222874,11.54616569,2,14.81856997,40,Female
253,Control,7,134.8227675,17.90593307,0,11.18709866,30,Male
254,Control,3,133.7508076,18.54288067,4,13.74230006,30,Female
255,Control,1,127.9911281,0.385410471,2,11.10076941,30,Female
256,Control,5,152.1539807,10.17614165,0,5.899621132,45,Female
257,Control,3,88.26724243,17.37385469,3,10.11941414,35,Male
258,Control,6,146.57988,9.469102292,2,10.16537354,35,Male
259,Control,3,122.291905,15.99899765,1,13.19773216,30,Female
260,Control,4,92.01221397,16.93404104,3,9.717292704,30,Female
261,Control,5,119.4232482,12.16517441,2,8.885984313,50,Male
262,Control,8,111.7613815,15.03853059,2,7.445313489,30,Male
263,Control,7,130.2391135,14.00693678,0,9.216251184,25,Male
264,Control,5,147.0178076,17.22602481,3,9.732337716,40,Female
265,Control,4,86.11027446,13.57085997,2,11.78891449,40,Female
266,Control,6,171.5261644,5.596751574,5,7.553689085,30,Female
267,Control,8,69.57932261,17.5525955,0,17.02105234,40,Male
268,Control,4,97.78594903,14.60893059,1,7.287212277,45,Male
269,Control,3,179.1295005,17.51721224,1,6.163110569,45,Female
270,Control,2,75.45085336,10.54125567,1,11.52998207,18,Male
271,Control,3,102.2473578,13.43434288,0,6.16485415,40,Female
272,Control,9,96.65343747,12.24039752,1,10.07675375,30,Male
273,Control,5,47.40997832,19.29976008,3,7.922211918,25,Female
274,Control,4,116.6949064,18.14144779,1,11.95716959,45,Male
275,Control,7,133.3186119,22.3149279,0,10.46493599,30,Female
276,Control,8,133.2275054,14.21438122,2,13.42688272,45,Male
277,Control,4,102.151794,8.53120566,1,11.2712477,35,Female
278,Control,4,60.50879979,9.575750607,1,10.14297861,30,Male
279,Control,8,98.91378664,19.36447182,2,10.61375313,35,Male
280,Control,5,92.71867306,21.41367009,0,7.093738268,50,Male
281,Control,5,127.4109153,8.182364761,3,7.90184299,35,Male
282,Control,6,102.6412249,12.29294166,2,10.65769945,45,Female
283,Control,7,131.6702879,9.232517085,0,11.78390776,45,Male
284,Control,2,61.60749742,24.79134207,2,9.0239212,30,Female
285,Control,1,138.226659,16.73383036,2,9.36191814,25,Female
286,Control,7,134.5441307,10.41932782,5,8.817716439,50,Male
287,Control,5,86.0916695,10.14702855,0,11.1291306,45,Female
288,Control,4,97.46323688,22.06579126,1,10.01155704,35,Female
289,Control,4,109.298117,18.02216081,0,11.85707055,50,Female
290,Control,3,151.415994,14.97291175,0,8.147169131,35,Female
291,Control,8,110.1538096,12.65937123,1,9.836957656,35,Female
292,Control,7,129.0523171,12.78893961,4,14.53266531,35,Male
293,Control,1,118.9211701,7.870723036,1,16.10996319,45,Female
294,Control,2,146.3346653,11.27104175,3,9.293152428,30,Female
295,Control,4,124.0629024,12.52426724,2,13.94723495,30,Male
296,Control,6,81.78253442,14.12733149,0,13.80344858,18,Male
297,Control,4,111.2629151,14.40418174,0,12.45942371,45,Female
298,Control,6,149.2104184,19.60249379,4,4.671008715,25,Female
299,Control,8,128.9177335,11.16080031,2,5.740187128,25,Female
300,Control,7,82.49862187,21.82856196,0,8.480541426,30,Male
301,Control,5,172.5370107,14.21333685,6,8.501743318,45,Male
302,Control,2,101.0501652,16.61325097,1,7.260480523,35,Female
303,Control,1,147.1362646,20.05984456,2,11.66822755,45,Female
304,Control,7,161.7744531,17.53919162,7,11.83541754,18,Female
305,Control,4,151.2061825,18.57557456,2,15.37420549,25,Female
306,Control,1,93.04451288,11.89218184,3,8.179723662,40,Male
307,Control,6,152.3265957,14.06697711,3,8.047131182,25,Male
308,Control,5,126.8458613,18.54150892,2,10.56074107,50,Male
309,Control,8,80.0967327,18.65522898,2,6.136044142,40,Male
310,Control,5,117.256075,15.77818616,3,15.60911336,40,Female
311,Control,4,89.87263359,18.50245332,2,8.927043566,18,Female
312,Control,10,131.6167011,10.82467363,3,9.761751296,40,Female
313,Control,7,143.5516628,18.27243595,2,10.40822624,35,Female
314,Control,4,153.6746757,19.55569849,1,9.556402761,25,Female
315,Control,8,117.6191785,14.96504368,0,9.173254752,35,Male
316,Control,5,92.38807372,15.83602116,1,17.06524894,25,Male
317,Control,5,83.81133624,4.789045432,1,10.25922356,30,Female
318,Control,5,140.2462007,21.88289811,3,11.44669987,25,Male
319,Control,2,149.1224534,16.69843051,3,8.51819636,18,Other
320,Control,3,136.3419165,17.88453706,4,11.8467238,30,Female
321,Control,4,94.28827689,16.64071014,2,10.0938901,30,Female
322,Control,9,100.7356803,17.27841266,1,10.74764876,35,Male
323,Control,0,102.7655362,16.92149618,1,11.43258621,50,Female
324,Control,5,74.8666599,22.36043724,3,12.64775515,18,Male
325,Control,5,135.0593175,27.3731173,0,12.09893922,25,Male
326,Control,5,115.6654434,20.4257543,2,9.930599019,30,Female
327,Control,5,162.8903888,21.22965449,2,10.01744879,30,Female
328,Control,4,90.77622582,12.74861134,2,6.662715605,35,Female
329,Control,9,115.5714243,13.89949346,1,9.475244159,45,Female
330,Control,6,82.56965566,16.82174747,2,10.32378875,30,Female
331,Control,2,108.5271419,17.6783566,2,12.75019747,30,Male
332,Control,6,143.66353,16.87090847,2,2.896017614,25,Male
333,Control,6,121.6691246,10.17810271,3,10.92769817,40,Female
334,Control,6,90.9877025,12.89938358,2,7.681083066,18,Female
335,Control,5,75.01973335,13.16070739,0,12.32939658,30,Male
336,Control,2,109.9440131,17.31096032,1,13.98721782,30,Male
337,Control,5,126.1682209,13.3953923,4,9.855315714,35,Female
338,Control,3,144.6042341,13.98330027,2,14.30410702,35,Male
339,Control,3,97.6003608,13.67724575,5,12.60400161,30,Male
340,Control,3,96.83660998,18.13232093,2,10.41709529,25,Female
341,Control,6,183.7006887,21.00770706,4,5.190633375,25,Female
342,Control,6,119.2770914,11.00726612,0,11.15469066,40,Female
343,Control,4,148.6098142,18.80891564,3,7.514381106,30,Male
344,Control,5,82.03113562,10.47273472,4,1.422012163,40,Female
345,Control,5,129.6547595,18.2560803,1,6.700022029,50,Male
346,Control,7,142.1483079,8.668495532,1,14.04534521,40,Female
347,Control,5,121.7336077,21.9078604,3,10.38781243,50,Male
348,Control,3,67.78295934,13.6324553,3,13.68222142,18,Female
349,Control,4,92.76387844,16.07812128,2,14.72461864,35,Female
350,Control,7,131.022328,15.57007843,3,10.83119728,25,Other
351,Control,5,72.05565458,21.79450678,3,8.268137408,25,Female
352,Control,7,195.9881913,11.7039922,2,6.83523973,25,Male
353,Control,8,154.1919319,14.72761651,3,9.810514188,45,Female
354,Control,7,74.7885325,15.78016055,4,7.323256684,35,Female
355,Control,5,127.8754466,19.8712292,1,6.60039497,40,Male
356,Control,8,122.2753608,11.19797633,2,8.062496064,30,Female
357,Control,4,152.668559,4.323895603,1,9.196484853,25,Female
358,Control,6,45.09181439,9.261180835,2,9.27857981,30,Male
359,Control,8,125.0923331,18.62146485,2,9.731623495,25,Female
360,Control,6,83.93658842,15.37927086,1,11.27648804,50,Female
361,Control,3,133.1648524,14.65118196,4,9.457115287,40,Male
362,Control,8,87.37020422,10.76965707,3,12.26174128,18,Male
363,Control,4,161.0741835,15.34769919,2,12.14113236,50,Male
364,Control,7,129.2742606,17.54562352,2,12.99809698,25,Male
365,Control,2,65.93254034,14.40824878,0,9.647894022,40,Female
366,Control,10,43.44692912,21.48374846,1,6.280562479,30,Female
367,Control,6,134.9491177,19.22020706,3,9.278452303,35,Female
368,Control,4,99.15365099,14.34014024,4,7.095325969,40,Male
369,Control,5,137.2107474,18.45237618,4,12.39094194,30,Male
370,Control,6,100.2067834,15.34445119,7,5.566515094,25,Female
371,Control,4,156.1053546,16.53608294,1,11.02223483,40,Female
372,Control,5,150.2770983,13.84270887,0,10.60475848,18,Female
373,Control,6,132.9590527,15.89513355,2,12.19945476,25,Male
374,Control,3,93.02299752,7.562325689,1,10.81797558,18,Male
375,Control,7,102.4171404,11.01162081,1,9.859005994,40,Female
376,Control,7,112.2292061,20.90634497,5,6.720716489,45,Female
377,Control,8,88.50761833,13.39225589,2,15.11817874,30,Male
378,Control,4,139.842683,9.73183875,0,9.84548125,30,Male
379,Control,7,110.2262889,23.28767579,2,8.944576269,18,Male
380,Control,3,114.5451495,13.51402933,4,10.34555836,18,Female
381,Control,4,104.3922922,17.67505124,1,13.3866812,25,Female
382,Control,4,119.458761,12.44206628,1,9.24554581,45,Male
383,Control,0,125.2643549,19.61999447,1,13.45245891,35,Female
384,Control,1,103.5642791,15.02492625,1,10.61649987,18,Female
385,Control,1,112.9017063,6.622946856,0,12.20369192,35,Male
386,Control,7,106.029463,25.36951571,2,10.77208341,18,Male
387,Control,5,106.1057361,12.07925596,1,12.02039776,30,Female
388,Control,5,120.6174616,13.41851638,1,12.63163791,50,Male
389,Control,8,43.26528821,8.950471126,2,11.29817429,35,Male
390,Control,3,162.0773392,6.014542693,3,14.78581071,35,Male
391,Control,5,142.8881312,20.48097603,1,9.651740542,40,Female
392,Control,3,124.8143964,16.0400941,1,13.55197817,25,Female
393,Control,5,145.1196246,5.324151584,3,8.135384026,18,Female
394,Control,1,79.29820915,13.11474721,2,11.2178394,30,Male
395,Control,7,67.60314788,16.89019,4,7.515148943,25,Female
396,Control,2,63.32522866,18.01614062,0,7.562288847,18,Female
397,Control,4,132.9829777,10.57469094,2,13.94356392,30,Female
398,Control,6,124.2363553,12.43599351,5,16.26456321,30,Male
399,Control,7,130.7888775,11.61741757,0,9.515940787,18,Female
400,Control,9,148.0722032,13.12184464,1,6.980922295,50,Female
401,Control,4,48.77942408,16.12508358,2,9.966904428,40,Male
402,Control,1,83.96059503,19.0623808,1,7.687669556,40,Female
403,Control,4,100.4047021,16.17201523,0,13.89339515,45,Male
404,Control,6,139.9675938,16.32988226,4,11.80868417,35,Male
405,Control,3,124.4644682,14.03683053,1,11.74680604,30,Female
406,Control,4,199.0074308,9.140345344,0,9.657368669,30,Female
407,Control,2,87.20613745,14.27231065,2,7.844596389,25,Male
408,Control,6,135.6692567,12.87462382,4,13.16842615,30,Female
409,Control,8,148.5075076,11.56296378,4,9.670414748,40,Male
410,Control,7,163.9414141,15.0847089,2,6.891456224,35,Male
411,Control,2,113.8466351,7.186302476,3,14.65502615,25,Female
412,Control,6,80.9320439,12.67648669,5,17.41310872,45,Male
413,Control,9,139.6819362,11.55652623,1,10.47188256,40,Female
414,Control,3,128.7538281,10.80116807,2,11.06895967,35,Female
415,Control,8,137.2663834,17.8974761,2,15.43652313,50,Female
416,Control,7,160.5160751,15.62012269,3,9.107464587,50,Female
417,Control,6,112.872219,17.34507023,3,13.3751821,25,Female
418,Control,10,88.84248751,17.14028076,5,8.283731224,40,Male
419,Control,5,136.9992955,10.06958197,4,11.44260491,50,Male
420,Control,5,129.2423731,20.46786506,1,7.105184647,45,Female
421,Control,5,110.4795606,12.6171305,1,9.23275386,45,Male
422,Control,5,89.66439149,20.64665892,4,5.025887769,45,Male
423,Control,4,130.2610872,13.08970495,1,11.47445996,50,Male
424,Control,10,145.6943629,8.634806809,2,11.1994032,25,Female
425,Control,3,72.26085821,9.75209998,3,6.938348968,25,Female
426,Control,2,121.3167755,19.74345342,0,16.58634892,18,Male
427,Control,6,137.698984,17.72160702,2,10.22923962,45,Female
428,Control,4,174.0080726,11.26590487,3,9.578448667,30,Female
429,Control,4,122.0040095,16.09187452,2,7.066765826,25,Male
430,Control,8,166.6453011,19.85893024,1,12.34335316,40,Male
431,Control,5,145.1521891,23.14652113,3,7.308425175,18,Female
432,Control,4,145.7641153,15.76249006,3,12.29450375,25,Female
433,Control,7,95.83022369,16.61133966,5,7.372655937,30,Male
434,Control,4,194.3122849,14.18631472,2,11.3040031,25,Male
435,Control,2,121.874996,15.0642645,0,9.418173377,30,Female
